school_latitude,school_longitude,school_zip,total_price_excluding_opt_donation,total_price_including_opt_donation,students_reached,total_donations,num_donors
35.408469,-119.04118,93308,1274.71,1499.66,75,1499.66,1
33.717864,-117.758854,92620,368.52,433.55,34,0,0
34.24007,-118.459915,91343,427.2,502.59,25,0,0
40.784447,-81.364357,44707,426.7,502,50,461.23,7
44.254238,-88.366158,54915,309.07,363.61,30,309.07,1
40.071967,-80.733997,26003,334.2,393.18,18,0,0
40.69712448,-73.98497772,11201,569.5,670,80,569.5,3
36.030838,-86.674599,37013,302.02,355.32,12,0,0
37.684967,-121.742363,94550,145.87,171.61,26,145.87,1
36.656704,-121.649791,93901,377.38,443.98,40,443.98,1
39.682575,-86.119576,46227,271.22,319.08,186,0,0
41.972703,-87.739109,60630,1052.13,1237.8,90,145,4
41.78341,-87.591128,60637,230.36,271.01,20,271.01,3
30.387413,-97.660934,78753,586.99,690.58,470,890.56,15
32.742809,-96.675955,75217,435.99,512.93,23,512.93,1
30.235065,-97.763892,78704,643.02,756.49,18,756.49,1
37.19769858,-82.58969122,41537,451.32,530.96,200,451.32,1
34.054035,-118.435699,90024,715.24,841.46,130,808.35,5
35.197159,-80.729477,28212,661,777.65,30,0,0
41.493634,-73.033608,6770,133.72,157.32,65,157.32,2
42.445148,-82.98394,48205,334.44,393.46,45,393.46,2
30.259269,-85.592488,32404,425.79,500.93,17,199,4
39.523183,-104.964124,80126,267.69,314.93,250,0,0
39.936558,-75.153735,19147,180.66,212.54,40,212.54,2
37.295272,-77.301669,23860,1283.92,1510.49,20,0,0
40.778528,-111.896588,84103,840.63,988.98,30,988.97,3
41.73707304,-90.97615948,52721,419.99,494.11,18,0,0
42.765904,-71.436141,3051,1644.28,1934.45,220,0,0
36.411198,-82.994263,37857,334.44,393.46,90,341.58,2
36.08292974,-96.58177769,74052,337.37,396.91,17,0,0
41.52387992,-81.62719958,44108,1538.75,1810.29,93,25,1
35.824151,-80.276515,27292,780.24,917.93,22,545,7
41.626122,-70.922555,2740,426.84,502.16,23,502.16,3
26.10803,-81.764656,34112,328.62,386.61,25,386.61,1
37.025797,-88.344563,42029,599.7,705.53,50,705.53,7
21.273529,-157.784607,96816,824.2,969.65,24,942.29,14
40.853486,-73.933855,10033,3349.05,3940.06,12,3935.65,5
35.185267,-106.685048,87114,245.73,289.09,56,289.09,1
33.030954,-80.181802,29483,1458.96,1716.42,130,100,2
32.691025,-114.654943,85364,1611.95,1896.41,560,0,0
34.557964,-82.615344,29621,463.76,545.6,22,0,0
30.957304,-90.295827,70450,794.86,935.13,50,826.16,5
35.420822,-97.572149,73119,836.73,984.39,400,984.39,2
42.352089,-71.160736,2135,3234.29,3805.05,136,0,0
30.122085,-83.570708,32347,575.1,676.59,34,658.95,11
45.496155,-122.614197,97206,1210.65,1424.29,25,1405.77,17
39.82349,-75.422989,19061,376.77,443.26,25,75,2
39.342958,-76.50099,21237,164.32,193.32,50,193.32,1
40.710754,-73.996806,10038,2298.37,2703.96,60,0,0
36.906755,-76.276374,23505,286.34,336.87,147,336.87,5
33.953292,-118.19824,90280,2216.7,2607.88,30,0,0
39.946613,-75.117447,8102,174.46,205.25,15,201.71,4
30.173964,-85.621696,32405,416.47,489.96,9,0,0
33.524442,-84.329175,30236,332.19,390.81,150,1,1
41.485871,-90.586248,61201,312.68,367.86,20,366.8,17
35.50357528,-97.52553217,73118,1248,1468.24,18,1397.65,3
38.045177,-90.549078,63020,186.77,219.73,45,219.73,6
40.081528,-74.975817,19154,272.11,320.13,20,319.95,14
35.366581,-94.405876,72901,359.24,422.64,600,395.28,7
37.288431,-121.840399,95111,637.52,750.02,30,726.02,13
37.674759,-122.118317,94541,563.3,662.71,25,0,0
39.528582,-119.856002,89503,424.37,499.26,28,0,0
41.935726,-87.749393,60641,523.94,616.4,30,598.75,7
38.645061,-121.462639,95838,214.74,252.64,25,252.64,7
28.52896012,-81.41482159,32805,1255.7,1477.29,20,1477.3,8
42.124622,-88.2565,60110,494.87,582.2,26,582.2,12
32.88126,-97.253746,76148,387.75,456.18,25,25,1
36.700534,-121.642857,93906,251.19,295.52,45,0,0
25.979437,-80.224913,33023,298.36,351.01,20,324.44,3
41.16937168,-73.21247086,6608,1080.34,1270.99,180,1197.75,9
38.569653,-90.426491,63122,420.84,495.11,20,486.28,7
36.826645,-119.916794,93723,361.9,425.76,25,420.47,9
39.845616,-105.095342,80005,677.37,796.91,20,0,0
34.36199896,-80.06358236,29501,203.63,239.56,50,209.03,1
33.451457,-112.203699,85043,572.16,673.13,30,673.13,6
32.648656,-83.754473,31008,209.49,246.46,120,242.05,6
35.454202,-97.54535,73108,605.99,712.93,27,712.93,4
36.14474528,-86.78049356,37203,172.4,202.82,30,202.82,2
35.298369,-81.282472,28034,412.64,485.46,50,205,1
42.819777,-86.024345,49464,394.89,464.58,20,0,0
39.944653,-75.153183,19106,846.36,995.72,44,995.72,9
41.216989,-73.191147,6606,318.72,374.96,11,343.2,3
40.627884,-75.363031,18014,331.67,390.2,600,170,5
32.1571385,-94.80008187,75654,769.05,904.76,23,75,2
42.48515701,-82.95436096,48066,396.36,466.31,6,461.89,8
37.70507813,-121.8174286,94551,2311.61,2719.54,24,0,0
27.974957,-82.494324,33607,240.31,282.72,20,273.89,7
37.23447,-80.411041,24060,1607.25,1890.88,24,0,0
41.807654,-87.673257,60609,322.26,379.13,25,378.95,9
29.51960631,-98.7874097,78254,273.6,321.88,22,312.74,5
40.728539,-73.89064,11378,415.74,489.11,180,0,0
42.222765,-85.648094,49024,838.33,986.27,26,446,8
37.807442,-121.206635,95336,212.01,249.42,34,247.55,4
35.420822,-97.572149,73119,616.23,724.98,50,724.98,2
28.170648,-81.488938,34758,255.97,301.14,85,10,1
33.390995,-111.916962,85282,462.43,544.04,34,521.74,2
29.91797425,-90.11986658,70115,152.64,179.58,8,179.58,5
43.450746,-89.244998,53960,367.07,431.85,65,431.85,10
46.767108,-92.133668,55811,281.64,331.34,23,50,2
40.42788628,-111.8745166,84043,373.91,439.89,32,0,0
32.83651471,-83.67755726,31204,549.23,646.15,22,70,2
40.69152451,-73.93375397,10301,151.74,178.52,22,178.52,2
40.081528,-74.975817,19154,395.12,464.85,20,455.15,39
39.356716,-76.634588,21210,2237.62,2632.49,6,2531.06,42
33.519583,-102.000667,79382,1345.39,1582.81,20,1564.28,11
37.126198,-80.372887,24073,456.3,536.82,20,6.4,1
32.671169,-117.075782,91950,467.9,550.47,33,522.24,3
35.156471,-78.884487,28311,695.33,818.04,100,20,1
39.78124,-86.13319136,46201,143.64,168.99,300,168.11,3
38.754715,-76.959938,20744,189.54,222.99,25,207.54,4
33.579716,-117.214928,92562,1006.48,1184.09,25,1095.86,3
26.272492,-81.810197,34108,409.03,481.21,48,438.68,2
35.418106,-80.551756,28025,1101.96,1296.42,24,0,0
36.125172,-80.079748,27284,344.82,405.67,21,40,2
38.82862822,-94.80398874,66062,491.86,578.66,25,59.6,2
34.128435,-117.510916,91739,315.47,371.14,999,371.14,1
38.781853,-90.305923,63033,652.2,767.29,23,0,0
42.424821,-82.960225,48224,531.97,625.85,120,0,0
38.409135,-121.373275,95624,465.85,548.06,165,0,0
35.17894015,-80.7679157,28212,2770.18,3259.04,900,2785.21,2
33.913067,-80.383268,29150,213.45,251.12,24,0,0
39.949044,-75.081537,8105,963.26,1133.25,15,0,0
43.67211,-70.25479,4101,447.4,526.35,8,516.66,10
46.153748,-122.904137,98626,360.74,424.4,200,424.4,9
33.961437,-98.520264,76306,943.47,1109.96,22,225,5
34.23914337,-77.89187622,28403,228.82,269.2,17,269.2,1
37.348432,-121.986912,95051,234.5,275.88,27,234.5,1
41.67047,-85.968118,46516,395.34,465.11,25,0,0
40.564106,-74.151398,10308,240.96,283.48,20,270.32,2
27.982237,-81.742591,33839,453.97,534.08,15,0,0
32.427571,-97.000048,76065,458.45,539.35,21,100,2
33.184935,-96.717101,75070,464.66,546.66,45,0,0
36.76062012,-95.92246246,74006,403.35,474.53,21,99,4
42.511295,-96.403229,51104,203.7,239.65,32,239.65,5
41.892465,-87.673072,60622,389.68,458.45,32,0,0
47.700241,-117.110226,99027,1946.72,2290.26,27,2290.26,4
35.058297,-78.99515,28314,208.67,245.49,24,245.49,5
37.818869,-122.201616,94611,275.49,324.11,40,324.11,11
37.350421,-121.851824,95116,1020.64,1200.75,45,215,4
34.879713,-82.455706,29617,546.07,642.44,18,642.44,6
40.844482,-77.688919,16828,326.36,383.95,23,382.19,9
47.41129303,-120.5562668,98125,524.85,617.47,30,83.2,3
36.123173,-115.140373,89169,672.9,791.65,25,0,0
31.231279,-81.521751,31525,940.54,1106.52,60,1106.51,4
41.913542,-87.798763,60707,516.18,607.27,250,607.27,7
32.76010895,-111.5505142,85131,505.34,594.52,32,594.52,12
39.79027105,-85.95728867,46229,334.2,393.18,23,40,2
36.216471,-121.133343,93930,786.79,925.64,100,60,2
34.288495,-118.433949,91340,1662.22,1955.55,200,40,2
35.226093,-101.880486,79106,1003.38,1180.45,4,25,1
37.84318561,-97.3719896,67147,1907.48,2244.09,150,0,0
26.274116,-80.229814,33065,379.23,446.15,700,76,4
36.844597,-76.251106,23504,476.48,560.56,53,519.27,4
35.099938,-84.014889,28906,278.03,327.09,7,0,0
32.988636,-80.207233,29485,556.26,654.42,26,25,1
43.116887,-83.976014,48460,791.2,930.82,13,75,3
35.068413,-82.003494,29349,454.34,534.52,25,525.69,12
39.734276,-105.020409,80204,689.75,811.47,2,755.35,11
34.875942,-81.959419,29376,188.97,222.32,23,222.31,5
37.88915344,-122.0666188,94595,149.95,176.41,51,176.41,1
43.178276,-73.053841,5255,284.41,334.6,16,333.72,10
45.086757,-93.324644,55429,517.25,608.53,22,555.59,4
44.704861,-122.853722,97374,171.08,201.27,60,0,0
33.66725922,-84.39482117,30354,2203.37,2592.2,100,0,0
32.91452026,-97.33145905,76177,722.7,850.24,999,175,4
36.80069,-76.272606,23324,437.52,514.73,987,512.96,5
35.940617,-95.645679,74429,159.16,187.25,50,187.25,2
39.672916,-105.044776,80219,279.82,329.2,30,327.44,3
31.282477,-90.472268,39666,332.71,391.42,30,50,1
33.99846442,-83.70176487,30680,1041.39,1225.16,900,1135.17,4
34.875942,-81.959419,29376,531.63,625.45,13,625.45,4
33.557743,-84.62809,30213,840.51,988.84,25,165,6
41.972246,-87.75747,60630,299.67,352.55,32,350.79,8
42.630637,-113.669142,83350,250.05,294.18,27,290.65,5
37.08586448,-88.61905437,42001,235.53,277.09,25,277.1,6
42.88,-78.859543,14204,627.77,738.55,27,25,1
29.44763348,-96.93587132,77964,277.23,326.15,15,25,1
26.663466,-81.915224,33903,423.77,498.55,100,498.55,7
42.578095,-71.464087,1886,740.43,871.09,50,870.21,10
37.283544,-121.985727,95130,194.3,228.59,13,0,0
41.91678619,-87.72162628,60647,150.72,177.32,120,177.32,2
39.813468,-89.685031,62702,337.85,397.47,24,384.24,7
41.174185,-86.036123,46539,708.88,833.98,10,50,1
34.69479283,-79.91601367,29520,3777.41,4444.01,50,4444.01,12
29.6625381,-95.74850835,77406,892.7,1050.24,46,1041.41,8
34.094725,-118.317811,90028,315.48,371.15,125,3.2,1
39.77941,-86.289609,46214,351.04,412.99,132,412.98,6
37.27103,-82.939972,41834,411.63,484.27,23,0,0
42.672165,-89.024685,53548,470.98,554.09,340,554.09,3
32.810072,-79.834352,29464,2635.47,3100.55,25,210,2
35.521964,-97.373019,73084,254.04,298.87,30,0,0
37.514876,-76.984382,23124,222.14,261.34,50,222.14,1
41.275416,-73.242756,6611,260.7,306.71,22,302.29,6
34.730528,-82.265223,29681,628.33,739.21,150,5,1
40.706933,-74.350539,7901,142.84,168.05,22,168.05,2
39.002391,-94.283886,64015,593.18,697.86,19,20,1
39.758623,-104.423841,80102,925.35,1088.65,250,1088.65,5
44.060706,-103.1437,57703,238.37,280.44,25,280.44,2
40.77895,-74.165855,7104,779.88,917.51,24,890.7,12
43.041785,-76.15791,13204,851.85,1002.18,70,0,0
35.4865,-97.577927,73107,923.6,1086.59,25,0,0
40.158275,-76.397119,17545,456,536.47,25,140,2
36.944267,-86.447006,42104,579.53,681.8,110,587.03,2
32.861508,-80.047647,29418,452.26,532.07,50,0,0
38.22331637,-84.82756855,40065,740.09,870.69,110,838.15,13
26.32123021,-98.14784445,78542,157.13,184.86,30,184.86,1
35.387891,-97.542861,73159,424.7,499.65,360,499.64,3
39.479973,-119.781673,89502,547.08,643.62,145,643.62,2
38.000961,-121.22998,95215,1918.24,2256.75,35,28.2,2
36.104021,-79.432022,27253,308.1,362.47,60,357.18,6
42.56805434,-83.12249378,48083,381.02,448.26,150,50,1
38.59077372,-77.30591835,22026,218.68,257.27,115,0,0
33.104553,-98.581265,76450,441.21,519.07,115,519.07,1
37.140774,-93.332548,65807,382.79,450.34,25,446.81,4
42.647581,-71.34956,1854,406.01,477.66,500,441.84,2
43.20506975,-86.24392301,49444,797.11,937.78,24,100,2
40.68677656,-73.98025587,11217,439.55,517.12,60,517.11,10
36.194618,-115.18306,89106,1101.77,1296.2,25,0,0
34.673502,-84.496643,30540,474.22,557.91,120,516.06,2
36.178688,-115.056358,89110,313.2,368.47,30,364.94,3
38.727394,-90.304947,63121,393.37,462.79,25,459.25,3
40.653412,-75.342659,18017,163.07,191.85,25,191.85,1
36.700132,-121.65776,93906,295.47,347.61,24,298.2,3
39.01329,-95.733139,66614,363.13,427.21,22,427.21,2
34.057995,-118.343605,90036,283.19,333.16,13,333.16,1
34.71260255,-81.17498146,29706,436.79,513.87,20,145,4
39.920273,-75.107994,8104,841.8,990.35,20,979.76,3
45.506321,-122.429108,97030,652.12,767.2,35,741.37,10
33.511442,-86.831308,35204,331.52,390.02,30,50,1
41.912293,-87.668518,60622,380.11,447.19,58,446.77,8
44.986417,-93.249876,55414,608.53,715.92,2,678.88,10
30.300795,-93.211574,70611,1618.92,1904.61,160,25,1
42.36004776,-88.03326319,60030,141.2,166.12,120,155,4
36.05737,-79.764283,27401,784.25,922.65,200,0,0
38.585356,-75.278079,19966,143.83,169.21,20,169.21,5
31.277904,-89.476546,39402,2091.39,2460.46,55,334,9
33.612309,-86.681786,35215,490.21,576.72,200,571.12,17
37.12408829,-90.08322144,63787,1003.31,1180.36,100,0,0
42.533798,-71.778763,1453,443.23,521.45,80,521.45,1
35.34199566,-97.58289389,73170,523.22,615.55,28,615.55,1
35.4865,-97.577927,73107,1693.77,1992.67,28,0,0
38.965675,-76.972389,20782,1697.48,1997.04,999,1993.5,4
35.704994,-80.502168,28147,240.91,283.42,17,262.51,7
42.692363,-88.987392,53545,494.35,581.59,350,552.12,13
39.688568,-86.165871,46217,252.81,297.42,28,297.42,3
36.711424,-78.905,24592,334.49,393.52,10,335.99,2
38.37993944,-91.50324518,65066,448.31,527.42,20,50,1
38.826256,-90.325012,63031,947.91,1115.19,23,136,2
25.80752945,-80.24010468,33142,471.06,554.19,15,0,0
38.727394,-90.304947,63121,376.95,443.47,29,409.9,5
39.030536,-82.107198,45760,594.26,699.13,30,699.13,6
44.815247,-93.295968,55431,166.72,196.14,400,196.14,1
39.946671,-82.903229,43227,205.54,241.81,20,241.81,5
39.306673,-76.649883,21217,484.65,570.18,55,0,0
32.61302948,-83.59909058,31088,290.12,341.32,8,30,1
35.325119,-92.323661,72061,2055.89,2418.69,180,200,2
36.179291,-115.230385,89107,1437.7,1691.41,20,75,3
40.778528,-111.896588,84103,1345.71,1583.19,25,0,0
37.681923,-122.136086,94580,552.75,650.29,38,552.75,1
35.190153,-80.865087,28209,227.6,267.76,20,267.76,2
33.777638,-116.954295,92583,1522.82,1791.55,28,0,0
39.17329,-94.570267,64116,166.92,196.38,40,196.38,2
42.500484,-96.394249,51105,233.56,274.78,48,0,0
36.000687,-83.912743,37917,399.39,469.87,19,468.81,11
34.04307938,-118.2885284,90006,334.72,393.79,24,0,0
34.216179,-118.366516,91352,193.97,228.2,34,0,0
32.704571,-97.036995,75052,314.13,369.56,67,369.57,2
34.964172,-81.990883,29301,594.46,699.36,80,681.72,7
45.501617,-122.800285,97225,614.7,723.18,28,723.18,7
42.574033,-82.871595,48036,673.37,792.2,50,792.21,7
34.03470993,-118.3116074,90018,212.44,249.93,21,249.93,1
40.943823,-87.452031,47963,148.94,175.22,15,175.22,4
34.14805603,-118.3684616,91602,860.47,1012.32,35,45,3
34.15042,-117.340785,92407,476.74,560.87,120,0,0
33.94274086,-91.83944687,71667,386.57,454.79,50,45,3
35.288774,-119.045229,93313,311.46,366.42,33,359.37,58
40.682864,-73.965987,11238,403.34,474.52,50,465.69,4
40.26885557,-80.63179017,43913,1520.02,1788.26,50,50,1
33.294911,-111.92834,85226,184.62,217.2,30,102,2
32.77577972,-96.8817749,75212,424.84,499.81,24,499.81,1
34.211468,-118.612015,91304,475.27,559.14,60,559.14,1
41.037217,-80.678683,44512,151.77,178.55,54,178.55,3
39.711389,-86.078393,46107,1514.91,1782.25,80,3.2,1
42.337413,-83.28563,48127,516.18,607.27,30,210,1
39.009201,-76.985138,20903,1073.52,1262.96,17,0,0
38.98396301,-94.57605743,64131,739.27,869.73,160,854.75,10
42.414913,-79.312965,14063,1247.97,1468.2,60,0,0
33.599886,-101.870224,79415,934.75,1099.71,600,25,1
39.76602554,-86.1990509,46222,475.74,559.69,60,0,0
37.674266,-80.889467,25951,461.91,543.42,110,0,0
38.815769,-77.055229,22301,291.17,342.55,150,340.79,3
28.01986885,-82.12013245,33566,381.05,448.29,48,10,1
30.476938,-97.614937,78660,632.91,744.6,105,689.01,12
33.784615,-84.838814,30134,420.18,494.33,24,145,3
35.588447,-97.571916,73120,469.36,552.19,25,552.18,7
40.638554,-73.971614,11218,241.63,284.27,30,241.63,1
33.50092202,-112.0650201,85014,2246.53,2642.98,108,2634.15,14
39.946812,-104.944473,80602,336.56,395.95,30,378.31,4
41.616752,-93.6235,50313,535.46,629.95,70,629.95,10
41.680199,-72.684448,6109,709.04,834.16,430,20.2,3
28.81188601,-96.99061233,77904,961.23,1130.86,103,0,0
40.879883,-73.888962,10468,378.79,445.64,100,378,1
34.690357,-82.210634,29644,651.94,766.99,10,724.63,10
30.661951,-96.382111,77803,349.34,410.99,30,407.46,7
40.731148,-73.253746,11706,1707.08,2008.33,11,136,3
33.693534,-80.242414,29102,295.7,347.88,21,0,0
39.251907,-119.950623,89451,682.75,803.24,28,0,0
42.668221,-73.774918,12206,408.48,480.56,30,480.56,1
40.782151,-72.855894,11967,409.7,482,739,455.34,10
42.888244,-71.320224,3038,246.15,289.59,240,0,0
35.812756,-78.768242,27513,422.37,496.91,50,472.62,7
39.3236618,-76.50405121,21237,1402.72,1650.26,25,150,2
33.524442,-84.329175,30236,329.54,387.69,120,366.12,3
40.82283856,-73.9235472,10451,752.32,885.08,18,0,0
41.39706,-75.670401,18505,438.82,516.26,150,501.07,12
35.914734,-76.242442,27925,587.34,690.99,20,0,0
37.140774,-93.332548,65807,538,632.94,21,632.94,8
40.824273,-73.936843,10039,156.26,183.84,25,183.84,2
40.83824426,-73.90300892,10457,1237.81,1456.25,21,0,0
40.770115,-73.783981,11361,689.74,811.46,25,810.22,29
36.098553,-80.265343,27104,410.35,482.76,110,470.24,8
36.960452,-93.176396,65721,226.89,266.93,60,10,1
32.77577972,-96.8817749,75212,175.24,206.16,25,206.16,1
39.775349,-86.121971,46201,334.48,393.51,100,0,0
40.064025,-85.69193,46013,330.69,389.05,150,383.75,9
42.110345,-88.021481,60074,232.96,274.07,20,271.96,11
39.947122,-75.078258,8105,791.2,930.82,50,919.17,3
34.261787,-118.585304,91311,520.62,612.49,24,10,1
37.783345,-86.773211,42348,334.4,393.41,52,375.24,8
35.412296,-97.508269,73129,483.45,568.76,35,568.77,8
33.434766,-112.352574,85323,256.93,302.27,25,292.11,3
41.808362,-87.697295,60632,932.03,1096.51,32,100,1
40.62051,-73.981933,11204,459.8,540.94,60,540.94,7
29.47230309,-95.3635148,77578,608.18,715.51,55,696.98,18
41.72035,-87.657479,60643,516.18,607.27,30,607.27,11
38.504717,-121.535552,95831,344.74,405.58,50,387.93,7
33.78674693,-118.18666,90813,958.02,1127.08,30,0,0
44.894945,-97.112911,57201,1864.56,2193.6,75,2193.6,9
41.666792,-87.657566,60827,374.16,440.19,22,440.19,8
32.77577972,-96.8817749,75212,687.72,809.08,24,809.08,1
40.660793,-73.988731,11215,822.23,967.33,220,967.33,5
26.0097065,-80.1411972,33020,1096.79,1290.34,750,0,0
34.09343907,-98.56929444,76354,306.66,360.78,38,25,1
40.05863942,-75.19493848,19119,378.95,445.82,20,445.83,7
40.738867,-73.254822,11706,419.18,493.15,90,493.16,5
40.719222,-73.983253,10002,1247.99,1468.22,85,220,5
41.623141,-72.084909,6330,437.58,514.8,19,479.51,5
32.855453,-96.704155,75218,722.06,849.48,120,849.48,1
41.268285,-95.874666,51501,334.66,393.72,150,0,0
33.678981,-84.945885,30180,463.3,545.06,50,537.72,8
40.04245,-80.662671,26003,181.71,213.78,105,205.84,5
30.44428444,-91.45914459,70772,1959.26,2305.01,230,0,0
38.081686,-89.065596,62884,617.58,726.56,22,45,2
40.573128,-111.978478,84095,784.33,922.74,56,100,2
35.626584,-82.179527,28762,221.21,260.25,60,255.6,68
43.16139603,-100.9694595,57572,637.59,750.11,60,750.11,3
36.02543,-78.90802,27704,234.6,276,11,0,0
37.507013,-122.287971,94002,144.05,169.47,160,0,0
42.384572,-83.301256,48239,683.21,803.78,30,50,1
47.697577,-117.419461,99205,1111.25,1307.35,25,0,0
34.22275,-83.854751,30507,287.55,338.29,90,311.82,5
42.485218,-71.099469,2180,259.26,305.01,200,0,0
42.305195,-85.613177,49006,606.47,713.49,200,205,6
27.974957,-82.494324,33607,301.95,355.24,611,355.24,1
41.63579178,-70.92516327,2740,1514.15,1781.35,280,500,5
39.889133,-75.281219,19032,206.22,242.61,20,242.61,3
38.902733,-119.728668,89460,738.51,868.84,22,490,10
33.476826,-82.05381,30909,371.38,436.92,55,387.51,5
38.439938,-122.68454,95405,465.11,547.19,9,145,3
31.850541,-81.605781,31313,168.55,198.29,360,198.29,4
36.29134074,-97.02191256,73061,1305.78,1536.21,350,1536.21,12
34.239635,-84.289467,30115,1655.95,1948.18,12,50,1
47.152899,-122.178786,98391,252.43,296.98,15,273.83,3
43.64718666,-116.6856131,83605,551.66,649.01,26,649.02,7
40.725434,-89.622512,61604,435.45,512.29,20,511.06,9
39.251961,-76.628265,21225,176.19,207.28,30,0,0
38.487683,-77.99216,22701,1552.4,1826.35,60,0,0
48.086725,-123.109484,98382,1143.35,1345.12,20,292,3
38.504717,-121.535552,95831,13379.52,15740.61,120,0,0
39.978269,-75.164743,19121,328.42,386.38,25,382.14,7
34.05957,-118.369072,90048,773.71,910.25,24,910.25,9
47.642555,-117.415967,99204,510.13,600.15,500,0,0
30.04691206,-89.98052113,70127,432.24,508.52,12,508.52,7
36.203491,-115.02666,89156,613.98,722.33,68,0,0
36.170921,-115.074684,89110,295.56,347.72,26,0,0
36.778403,-89.377184,63845,635.96,748.19,24,0,0
28.980591,-82.494537,34433,230.44,271.11,23,0,0
39.79027105,-85.95728867,46229,638.98,751.74,27,719.98,4
61.60574341,-149.3488464,99654,853.9,1004.59,10,0,0
30.503698,-91.123485,70812,2271.56,2672.42,450,2478.13,15
30.741962,-95.540961,77320,474.94,558.75,90,50,1
40.081528,-74.975817,19154,291.93,343.45,14,317.69,2
35.242092,-101.791267,79107,967.7,1138.47,18,0,0
35.999561,-84.308813,37830,460.08,541.27,22,513.92,10
38.781853,-90.305923,63033,420.14,494.28,250,454.56,3
33.673729,-112.076859,85027,420.84,495.11,26,50,1
40.081528,-74.975817,19154,705.78,830.33,21,768.05,2
33.647091,-84.495819,30344,1796.34,2113.34,22,175,7
40.849148,-73.915939,10453,374.9,441.06,30,433.54,2
30.3675,-89.11119,39501,1971.28,2319.15,240,0,0
41.787958,-87.718832,60629,551.85,649.24,28,649.24,1
38.255934,-85.78972,40212,1504.53,1770.04,20,1770.04,1
34.013032,-84.092381,30024,463.59,545.4,18,0,0
36.1674951,-94.04538341,72764,430.1,506,25,122,5
34.048737,-118.305378,90006,175.49,206.46,15,205.75,7
42.680744,-83.229759,48326,347.11,408.36,30,103.2,5
40.21962024,-74.73272011,8629,1559.3,1834.47,75,1834.48,5
35.123621,-106.526791,87111,312.58,367.74,60,358.92,9
39.982896,-75.141549,19122,327.43,385.21,31,354.15,2
36.994856,-91.969743,65793,444.63,523.09,21,523.09,5
36.11068,-86.706711,37217,577.18,679.04,420,250,6
42.292454,-71.080092,2124,3101.56,3648.89,138,3648.89,3
36.503715,-77.640074,27832,476.25,560.29,300,525.01,4
33.828895,-118.259469,90745,280.62,330.14,221,50,1
35.467182,-80.63887,28081,272.79,320.93,418,0,0
35.485203,-82.538725,28803,411.46,484.07,60,0,0
39.808298,-86.317687,46234,3186.49,3748.81,30,695,7
48.11871,-122.160919,98271,273.21,321.42,25,311.72,5
39.003726,-94.579518,64131,401.19,471.99,25,458.75,8
37.389797,-79.187838,24502,486.75,572.65,18,0,0
48.268998,-116.557195,83864,199.59,234.81,25,233.56,3
36.224056,-115.11338,89030,1189,1398.82,400,80,2
28.201223,-81.154619,34773,475.98,559.98,20,39.6,2
40.68851,-89.619621,61605,352.26,414.42,17,399.89,10
19.610899,-155.031622,96749,1988.94,2339.93,30,2339.05,5
30.37057556,-89.75742638,70452,462.18,543.74,35,0,0
39.80118,-89.672802,62704,253.26,297.95,25,282.36,5
34.063065,-81.017921,29203,464.13,546.04,30,150,4
36.76062012,-95.92246246,74006,271.14,318.99,75,308.12,1
26.581005,-81.885768,33919,470.73,553.8,20,553.45,15
32.753967,-97.512238,76108,176.53,207.68,100,186.51,3
39.957784,-75.085615,8105,161.85,190.41,200,181.38,3
37.339255,-121.837805,95122,1386.08,1630.68,22,1630.68,3
32.556587,-84.974879,31904,571.89,672.81,30,0,0
41.758892,-72.68866,6106,430.41,506.36,25,506.36,10
36.29479,-81.848109,28679,188.43,221.68,24,210.93,3
30.588909,-88.235938,36619,624.1,734.24,25,0,0
32.854961,-96.83123,75209,313.54,368.87,20,368.87,1
34.986796,-81.228691,29745,1288.08,1515.39,45,1515.39,3
29.830108,-81.372912,32086,435.45,512.29,18,503.48,21
32.854961,-96.83123,75209,486.61,572.48,20,572.48,1
35.632523,-82.585419,28804,230.61,271.31,50,0,0
35.490741,-77.668403,28580,871.33,1025.09,120,70,3
28.892319,-81.1717,32738,1656.18,1948.45,600,0,0
41.906677,-87.732345,60651,621.55,731.24,35,0,0
41.704292,-72.775901,6053,384.24,452.05,24,82.55,1
30.226437,-81.515011,32256,435.96,512.89,20,512.9,11
38.04889,-85.67839,40165,1349.46,1587.6,420,0,0
40.40848541,-77.0381546,17020,232.93,274.04,1,274.04,5
30.348784,-97.379903,78621,430.92,506.96,400,0,0
30.40239801,-88.50399983,39563,262.02,308.26,27,308.26,4
40.03734,-75.073319,19149,595.08,700.09,35,686.85,8
40.846436,-73.935296,10033,809.52,952.38,24,810,2
41.305669,-91.20206,52754,480.52,565.32,100,525.61,9
39.510684,-86.79075,46120,564.53,664.15,351,85,3
37.207741,-93.339592,65802,230.48,271.15,250,264.98,6
36.17750549,-115.1109009,89101,810.76,953.84,100,945.01,10
32.206772,-111.009759,85713,312.37,367.49,300,70,2
33.363579,-111.763779,85234,490.11,576.6,24,0,0
26.701763,-80.090548,33409,796.37,936.91,20,50,1
34.91057,-81.885296,29302,394.91,464.6,20,464.6,9
33.412502,-111.679367,85208,549.7,646.71,75,644.94,9
39.541991,-77.907068,25404,536.43,631.09,28,0,0
33.872341,-79.053235,29526,2340.49,2753.52,637,50,1
39.430177,-84.55316,45013,638.96,751.72,50,736.7,10
40.849148,-73.915939,10453,169.78,199.74,120,199.74,7
